시설명,시설코드,시설종류명(시설유형),시설종류상세명,시설주소,위도,경도
송파구방이복지관,A5039,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 송파구 오금로11길 68  ,37.5060818,127.0940448
서울시각장애인복지관,A5105,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 송파구 삼학사로19길 27　,37.4936667,126.9187979
서울시립발달장애인복지관,A5108,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 동작구 여의대방로20길 33-0395(보라매공원내),37.5093377,127.0423495
청음복지관,A5237,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 강남구 봉은사로50길 6　,37.5637278,126.9088528
마포장애인종합복지관,A5241,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 마포구 성산로4길 353층(마포장애인종합복지관)(성산동),37.6189132,127.080284
다운복지관,A5242,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 노원구 화랑로478,37.6139698,127.091444
원광장애인종합복지관,A6053,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 중랑구 신내로 56-0(신내동),37.4813987,126.8904193
성프란치스꼬장애인종합복지관,A6313,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 구로구 남부순환로105라길 25-10,37.470327,127.1193059
성모자애복지관,A6315,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 강남구 헌릉로757길 35　,37.6804647,127.0568157
대린원,C0001,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 노원구 동일로248길 30(상계1동),37.644436,127.0733938
동천의집,C0003,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 노원구 노원로 18길 41 (하계동 288-1)(하계1동),37.654754,126.5803989
누림홈,C0005,(장애인) 장애유형별거주시설,장애인거주시설,경기도 김포시 대곶면 율생중앙로 83 ,37.4991639,126.9466497
삼성농아원,C0012,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 동작구 양녕로30길 19-4(동작구),37.4603732,127.0921844
다니엘복지원,C0014,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 서초구 헌릉로468길 21-16  ,37.6495893,127.0804566
늘편한집,C0029,(장애인) 중증장애인거주시설,장애인거주시설,서울특별시 노원구 중계로 163(중계본동),37.491434,127.1466515
임마누엘집,C0030,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 송파구 양산로10길 26,37.491434,127.1466515
임마누엘보호작업시설,C0031,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 송파구 양산로10길 26,37.5576791,127.158649
아름해든집,C0054,(장애인) 중증장애인거주시설,장애인거주시설,서울특별시 강동구 고덕로 295-45(고덕동나동),37.4914422,127.1456654
신아재활원,C0057,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 송파구 양산로8길 17,37.5602563,127.1585555
우성원,C0073,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 강동구 고덕로 295-45(고덕2동),37.6552809,126.5800806
해맑은마음터,C0075,(장애인) 중증장애인거주시설,장애인거주시설,경기도 김포시 대곶면 율생중앙로 89 ,37.5484081,126.981314
영락애니아의집,C0083,(장애인) 중증장애인거주시설,장애인거주시설,서울특별시 용산구 후암로4길 70(후암동),37.6092988,126.9237308
사랑의집,C0084,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 은평구 역말로10길 30-1오병이어복지관 1층,37.5582424,127.1314208
암사재활원,C0086,(장애인) 중증장애인거주시설,장애인거주시설,서울특별시 강동구 올림픽로 864(암사3동),38.1890767,127.3677467
문혜장애인요양원,C0093,(장애인) 중증장애인거주시설,장애인거주시설,강원도 철원군 갈말읍 텃골1길 13문혜장애인요양원 ,37.0631862,127.9708368
참 좋은집,C0141,(장애인) 중증장애인거주시설,장애인거주시설,충청북도 충주시 산척면 지속골길 71 ,37.6056209,126.907072
은평재활원,C0170,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 은평구 갈현로11길 30,37.5108575,127.0294875
오틸리아 공동생활가정,C0189,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강남구 학동로26길 15401호 (논현동),37.8663601,127.2505847
생수의집,C0190,(장애인) 중증장애인거주시설,장애인거주시설,경기 포천시 군내면청군로 2813-18(직두리 155-5),37.4192954,127.2871091
에스알씨(SRC)보듬터,C0203,(장애인) 장애유형별거주시설,장애인거주시설,경기도 광주시 경수길 25-0SRC보듬터,37.4881278,126.9882902
새빛바울의집,C0208,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 서초구 방배중앙로 99 (방배동)(방배동),37.616835,126.9311788
바르티매오공동생활가정,C0209,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 은평구 불광로9가길 4302호 (불광동),38.1911749,127.3679984
은혜장애인요양원,C0216,(장애인) 중증장애인거주시설,장애인거주시설,강원 철원군 갈말읍 텃골1길 19호,37.590027,127.0804199
동천하우스5,C0239,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 중랑구 동일로104길 3-3301호,37.5481125,126.85254
교남소망의집,C0246,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 강서구 까치산로22길 38-0,37.6467164,127.0844502
베데스다의 집,C0252,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 노원구 중계로8길 39-0211동110호(중계동현대그린아파트),37.6363779,127.0776294
베데스다장애인주간보호센터,C0253,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 노원구 공릉로58마길 27나눔아트센터 2층 (하계동),37.5988663,127.093874
아름다운,C0268,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 중랑구 망우로55길 32한국프라우드아파트 103호,37.4789943,127.0243414
신망애의집,C0270,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 서초구 남부순환로342길 56-58  ,37.0631862,127.9708368
마리스타보호작업장,C0287,(장애인) 장애인보호작업장,장애인직업재활시설,충청북도 충주시 지속골길 71,37.6293439,127.0395021
강북구립장애인보호작업장,C0290,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 강북구 오현로 199-9 (번동),37.4114534,127.3144031
한사랑장애영아원,C0298,(장애인) 장애영유아거주시설,장애인거주시설,경기도 광주시 초월읍 산수로554번길 59-14 ,37.5278258,126.9678891
용산구립장애인보호작업장,C0299,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 용산구 한강대로 3311~2층,37.4631869,127.0525454
다니엘의집1호,C0300,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 서초구 염곡안길 19201호,37.4622984,127.0515305
다니엘의집2호,C0301,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 서초구 염곡안길 19-0302호,37.4603732,127.0921844
다니엘주간보호센터,C0309,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 서초구 헌릉로468길 21-16(내곡동),37.4603732,127.0921844
다니엘단기보호센터,C0310,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 서초구 헌릉로468길 21-16(내곡동),37.4967275,127.152055
사랑나눔주간보호시설,C0343,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 송파구 마천로51길 283층,37.4603732,127.0921844
다니엘직업재활원,C0355,(장애인) 장애인근로사업장,장애인직업재활시설,서울특별시 서초구 헌릉로468길 21-16,37.644436,127.0733938
동천,C0362,(장애인) 장애인근로사업장,장애인직업재활시설,서울특별시 노원구 노원로18길 41하계동,37.6448602,127.0705694
노원교육복지재단(다모인),C0373,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 노원구 노원로 311중계제1공단 301호,37.4974936,126.907977
영등포구 장애인사랑나눔의 집,C0384,(장애인) (기타)장애인복지시설,장애인기타,서울특별시 영등포구 신길로 55,37.6041626,127.096064
원광보호작업장,C0388,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 중랑구 신내로 56마동,37.6043036,127.0982379
참좋은센터,C0396,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 중랑구 봉화산로56길 99-15(신내동),37.4915192,127.1456775
신아보호작업장,C0401,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 송파구 양산로8길 17신아보호작업장,37.5688397,126.851018
늘푸른나무복지관,C0421,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 강서구 허준로5길 37  -0,37.6045705,127.0807472
조은세상,C0423,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 중랑구 동일로140길 31-21(2층3층),37.642332,127.0566646
서울시립북부장애인종합복지관,C0454,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 노원구 덕릉로70가길 92(상계67동 771번지)(상계동),37.4936667,126.9187979
서울시립남부장애인종합복지관,C0455,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 동작구 신대방2동395 보라매공원내,37.4639097,126.8963162
금천장애인종합복지관,C0464,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 금천구 시흥대로101길 17,37.4114534,127.3144031
한사랑마을,C0485,(장애인) 중증장애인거주시설,장애인거주시설,경기도 광주시 산수로554번길 59-14(영등포구),37.4522185,126.9050166
볕바라기주간보호센터,C0488,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 금천구 금하로18길 8-1 (시흥동),37.5627706,127.064716
데일리스보호작업시설,C0493,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 동대문구 천호대로83길 14장안동,37.6331368,127.035906
번동코이노니아장애인보호작업시설,C0495,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 강북구 한천로115길 20-0501동 2층,37.6395604,127.0145544
소망의집,C0496,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강북구 인수봉로64길 30302호303호(수유동),37.4991639,126.9466497
삼성떡프린스,C0498,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 동작구 양녕로30길 19-4      ,37.6495893,127.0804566
더홈,C0507,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 노원구 중계로 163-0(중계본동),37.6804647,127.0568157
쉼터요양원,C0512,(장애인) 중증장애인거주시설,장애인거주시설,서울특별시 노원구 동일로248길 30,37.6080397,126.9083279
서울특별시립평화로운집,C0518,(장애인) 중증장애인거주시설,장애인거주시설,서울특별시 은평구 갈현로 15길 27-1 (구산동 산61-8번지),37.9983432,126.9892339
교남어유지동산,C0523,(장애인) 장애인근로사업장,장애인직업재활시설,경기도 파주시 적성면 어못내길 94-44(적성면 교남어유지동산) ,37.5511064,127.1646653
주몽재활원,C0527,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 강동구 상암로 369-0(상일동),37.5263065,127.0306186
소망제이앤피,C0538,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 강남구 언주로167길 351층,37.6058574,126.9071791
은평기쁨의집,C0541,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 은평구 갈현로11길 30은평기쁨의집,37.6495893,127.0804566
보담터,C0587,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 노원구 중계로 163-0보담터,37.5989043,126.9099572
민들레울공동생활가정,C0597,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 은평구 갈현로11길 46101동 303호 (구산동 경남 아너스빌),37.5706509,126.913781
시립서대문농아인복지관,C0613,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 서대문구 수색로4가길 23(남가좌동),37.5900378,127.0297702
승가원장애아동시설,C0622,(장애인) 중증장애인거주시설,장애인거주시설,서울특별시 성북구 개운사길 76-1(안암동),37.5576791,127.158649
라온클린패밀리,C0649,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 강동구 고덕로 295-45(고덕동),37.5516714,126.972922
용산구립장애인주간보호센터,C0654,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 용산구 한강대로 3313층,37.7685919,127.2906283
송천한마음의집,C0656,(장애인) 중증장애인거주시설,장애인거주시설,경기도 남양주시 수동면 비룡로1742번길 95 ,37.474762,126.9221968
두레네집공동생활가정,C0661,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 관악구 법원단지길 97-3,37.6173084,127.0836351
중랑구립직업재활센터,C0685,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 중랑구 숙선옹주로9길 55(묵동),37.4938802,127.1551765
송파인성장애인복지관,C0688,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 송파구 마천로61길 26송파인성장애인복지관,37.4998084,127.0239881
사랑의복지관,C0689,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 서초구 강남대로 65길 19  ,37.6045777,127.0457846
성북장애인복지관,C0700,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 성북구 화랑로 130　,37.6280504,127.0157156
한빛맹아원,C0739,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 강북구 삼양로73가길 47삼양로73가길 47,37.4352349,126.9064065
하누리주간보호센터,C0740,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 금천구 시흥대로2길57 (시흥동),37.6363909,127.0157801
헬렌켈러의집단기거주시설,C0741,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 강북구 삼양로91가길 8 (수유동 js홈타운) 2동 302 401 402호,37.6317707,127.0217754
헬렌켈러의집주간보호,C0743,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 강북구 삼양로80길 73층,37.4603732,127.0921844
다니엘사랑이용센터,C0744,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 서초구 헌릉로468길 21-16 (내곡동)(내곡동),37.5111601,127.0171551
다니엘의집3호,C0745,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 서초구 신반포로43길 154층401호 (잠원동 동양텔)(잠원동 동양텔),37.5736003,126.9227651
다솜장애인공동생활가정,C0746,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 서대문구 가재울로6길 16101동 301호 (남가좌동)(남가좌동),37.5913314,126.9348497
아이티장애인공동생활가정,C0747,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 서대문구 연희로41길 61-061  가동 201호302호,37.5772949,126.9276712
다솜장애인주간보호센터,C0748,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 서대문구 증가로4길 531층,37.5169838,126.8765399
신목장애인주간보호시설,C0750,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 양천구 신목로 5(신정2동1278-1),37.6333548,127.0162541
디딤자리,C0754,(장애인) 장애영유아거주시설,장애인거주시설,서울특별시 강북구 덕릉로12길 13(수유동),37.5613094,127.1546484
너울자리,C0756,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강동구 동남로85길 153층,37.5613094,127.1546484
보금자리,C0757,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강동구 동남로85길 154층,37.5613094,127.1546484
하늘자리공동생활가정,C0758,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강동구 동남로85길 152층,37.6819038,127.0431986
주바라기해피홈,C0770,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 도봉구 도봉로169가길 45도봉동,37.6739388,127.05068
동천하우스1,C0778,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 노원구 동일로237바길 8301호 (상계동),37.6508762,127.0618329
동천하우스2,C0779,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 노원구 한글비석로24바길 98지성리치빌 201호,37.6304778,127.0901988
해맑음보호작업시설,C0783,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 노원구 동일로 1097(공릉동),37.6413321,127.0296568
강북구수어통역센터,C0793,(장애인) 수어통역센터,장애인지역사회재활시설,서울특별시 강북구 도봉로 3885층 (번동테마빌딩),37.6262044,127.0719956
사랑의집 공동생활가정,C0794,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 노원구 동일로193길 8-0701호,37.6262792,127.0714309
그루터기공동생활가정,C0795,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 노원구 동일로191가길 26-0남청파인힐 101동 203호,37.4786585,126.9435529
관악구수어통역센터,C0798,(장애인) 수어통역센터,장애인지역사회재활시설,서울특별시 관악구 쑥고개로 1281층 (봉천동),37.657013,127.0462042
도봉구수어통역센터,C0799,(장애인) 수어통역센터,장애인지역사회재활시설,서울특별시 도봉구 마들로13길 153옥산빌딩 4층 (창동),37.6519919,127.0332904
동천하우스4,C0801,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 도봉구 도봉로137길 462층(쌍문동),37.6734529,127.0414802
동천하우스3,C0802,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 도봉구 시루봉로23길 64301호,37.5606488,126.9616867
서울특별시수어통역센터지원본부,C0808,(장애인) 수어통역센터,장애인지역사회재활시설,서울특별시 서대문구 경기대로 15엘림넷빌딩 3층 (충정로3가),37.6945202,127.0421215
인강원,C0812,(장애인) 장애유형별거주시설,장애인거주시설,서울특별시 도봉구 평화로15번길 9-25(도봉구),37.6663996,127.0697408
가브리엘작업장,C0833,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 노원구 한글비석로24라길 94-13,37.6663996,127.0697408
가브리엘주간보호센터,C0835,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 노원구 한글비석로24라길 94-13 (상계동),37.5742104,127.001139
더해봄(종로구립장애인근로사업장),C0858,(장애인) 장애인근로사업장,장애인직업재활시설,서울특별시 종로구 대학로3길 141층 (효제동),37.644436,127.0733938
발달장애인단기거주시설 동천휴,C0907,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 노원구 노원로18길 41하계동,37.644436,127.0733938
동천발달장애인주간활동센터,C0908,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 노원구 노원로18길 41(하계동),37.6423321,127.0566646
섬김주간보호센터,C0913,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 노원구 덕릉로70가길 92서울특별시립북부장애인복지관내 1층,37.642332,127.0566646
북부장애인직업재활시설,C0939,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 노원구 덕릉로70가길 92 (상계동),37.6804647,127.0568157
대린직업훈련원,C0950,(장애인) 장애인직업적응훈련시설,장애인직업재활시설,서울특별시 노원구 동일로248길 30상계동,37.6074652,126.9094959
위드주간보호센터,C0975,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 은평구 갈현로15길 11-131층,37.6079312,126.9082467
시온공동생활가정,C0982,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 은평구 갈현로15길 24-5301호,37.5953909,126.9115881
은평공동생활가정,C0985,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 은평구 증산로19길 28-82층,37.4903793,126.9304658
꽃새암,C1014,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 관악구 봉천로13길 29-28201호,37.4901546,126.9419474
꽃가람,C1016,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 관악구 국회단지21길 13301호,37.5248217,127.1309508
소망그룹홈,C1035,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강동구 양재대로91나길 37301호,37.497709,127.1463451
동안제일복지센터,C1036,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 송파구 거마로 792층 (마천동),37.5320746,127.1383693
강동그룹홈,C1040,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강동구 양재대로 1414-8301호,37.5317415,127.1139363
송파그룹홈,C1042,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 송파구 토성로5길 16-1201호,37.5305788,127.1316457
동안우리복지센터,C1043,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 강동구 풍성로 1462층 (성내동),37.7379171,126.6928372
사회복지법인 에덴복지재단 에덴하우스,C1044,(장애인) 장애인근로사업장,장애인직업재활시설,경기도 파주시 소라지로195번길 47-30(신촌동),37.5465885,127.1441673
해피죤,C1071,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 강동구 상암로 195에이플러스 5층 502호,37.5843169,126.9076398
바오로교실주간보호센터,C1077,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 은평구 증산로5길 7 (증산동),37.5843169,126.9076398
바오로교실보호작업장,C1078,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 은평구 증산로5길 7 (증산동),37.5494256,126.8515443
열림일터,C1081,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 강서구 까치산로 136,37.6287149,127.0581509
아람마을,C1090,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 노원구 월계로 338-16,37.6052807,126.927005
은평구립직업재활센터,C1110,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 은평구 녹번로1길 131층 (녹번동)(녹번동),37.6233027,126.9261241
불광작은예수의집,C1111,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 은평구 연서로37길 21-5,37.5932534,127.0170041
성북구수어통역센터,C1132,(장애인) 수어통역센터,장애인지역사회재활시설,서울특별시 성북구 아리랑로4길 22201호 (동선동4가),37.5431512,127.1344386
아이비주간보호시설,C1143,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 강동구 천중로 874층 (천호동),37.545639,127.1319718
아이비장애인단기보호시설,C1144,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 강동구 구천면로39길 122층 (천호동),37.5354581,127.1373993
파란마음복지센터,C1147,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 강동구 진황도로 100하이브 313호~316호,37.488767,126.9412352
함께사는세상,C1172,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 관악구 국회단지길 671층,37.5653825,126.9151468
한벗둥지,C1173,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 마포구 월드컵북로12길 98 (성산동),37.6496931,127.0802905
사랑샘단기보호소,C1193,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 노원구 중계로 163천애재활원 1층 ,37.5226416,126.8732479
하은장애인주간보호시설,C1199,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 양천구 신목로 203층,37.4594062,126.9009523
기쁨이 싹트는 나무,C1208,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 금천구 시흥대로80길 19-11,37.502725,126.8605614
참좋은집 장애인공동생활가정,C1210,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 구로구 중앙로5길 62-0 104동 902호,37.5012208,126.8541933
신나는 집 장애인공동생활가정,C1211,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 구로구 고척로52라길 19-7201호 (개봉동),37.5543862,127.0112822
제4샬롬장애인공동생활가정,C1212,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 중구 동호로15가길 373층 (신당동),37.4938744,126.8331524
예은장애인주간보호시설,C1213,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 구로구 부일로15길 25-5금강빌딩 4층,37.521972,126.8770195
예은장애인공동생활가정,C1214,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 양천구 신목로2길 47 (신정동) 3층,37.5333014,126.8667153
다은장애인공동생활가정,C1215,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 양천구 목동중앙서로9길 20-0한강베스트빌401호,37.5303308,127.1247509
강동단기보호시설,C1221,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 강동구 성내로3가길 892층,37.655541,127.0694807
성민장애인주간보호소,C1230,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 노원구 노원로32길 42-20,37.4996111,126.8432355
라온채,C1231,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 구로구 고척로12길 15-4 (오류동),37.6041995,127.036822
해피워크,C1245,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 성북구 오패산로 21-04층,37.5390134,127.1466761
아이티어빌리티센터,C1255,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 강동구 명일로 230삼보프리빌 301호,37.623836,126.9188121
기원주간보호센터,C1257,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 은평구 통일로87길 6-19,37.6005993,126.9157454
한마음 주간보호센터,C1274,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 은평구 연서로17길 473층,37.5718624,127.0503069
하늘꿈터,C1304,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 동대문구 사가정로25길 294층 (장안동)(장안동),37.5204524,126.9910848
용산구수어통역센터,C1307,(장애인) 수어통역센터,장애인지역사회재활시설,서울특별시 용산구 서빙고로 245 (서빙고동),37.5184415,126.9157566
시립영등포장애인복지관,C1309,(장애인) 장애인복지관,장애인지역사회재활시설,서울특별시 영등포구 버드나루로 22(영등포동2가),37.6189132,127.080284
다운주간보호센터,C1316,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 노원구 화랑로 478,37.5101564,126.8971614
모랫말꿈터,C1366,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 영등포구 도영로 37 (도림동),37.5542721,127.1365361
강동그린나래복지센터,C1372,(장애인) 장애인보호작업장,장애인직업재활시설,서울특별시 강동구 고덕로 100-5(암사동),37.1794647,127.4683886
새생명의집,C1392,(장애인) 중증장애인거주시설,장애인거주시설,경기도 이천시 공원로 288-70(모가면 원두리 371),37.5091633,126.9079088
성프란치스꼬민들레의집,C1398,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 영등포구 도신로 146-3 1층(신길동)101102호,37.4807455,126.8902299
햇살터(성프란치스꼬),C1401,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 구로구 남부순환로105라길 25-103층,37.5139327,127.1192906
한마음2호공동생활가정,C1413,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 송파구 위례성대로8길 46301호,37.4501637,126.9027365
금천단기보호센터,C1416,(장애인) 장애인단기거주시설,장애인거주시설,서울특별시 금천구 시흥대로 182-0 3층 ,37.6299174,127.0604597
노원1장애인주간보호센터,C1422,(장애인) 장애인주간보호시설,장애인지역사회재활시설,서울특별시 노원구 월계로 372단지 내 복지관 2층 (월계동 월계사슴1단지아파트),37.6379195,127.0202728
다사랑공동생활가정,C1423,(장애인) 장애인공동생활가정,장애인거주시설,서울특별시 강북구 노해로7길 42-5 (수유동)(수유동),37.5562617,126.8651068
